posting_frequency,avg_likes,avg_comments,followers,following,avg_engagement,duplicate_comments_ratio,active_hours_count,account_age_days,label,like_comment_ratio,following_follower_ratio
66.81787297637128,0,6,442,4101,0.0007008564241914317,0.9641314625895103,20,83,1,0.0,9.257336343115124
0.4245668962534108,166,85,15852,1675,0.042388819848021064,0.08408090286251563,17,960,0,1.930232558139535,0.10565823503437835
17.28120762565715,2,4,366,2990,0.009675496917353414,0.47320592431045627,20,158,1,0.4,8.147138964577657
20.699521276535414,31,0,370,4133,0.0025291941331396805,0.4620828236240676,22,67,1,31.0,11.140161725067385
41.4465991543141,41,8,261,3654,0.0014501416832244862,0.42797965764027535,20,165,1,4.555555555555555,13.946564885496183
0.8478742877562866,1520,45,19832,802,0.021017674527355867,0.03700326446159959,9,3493,0,33.04347826086956,0.040437654414359904
53.976760382606265,48,9,324,3665,0.004448033333450726,0.5287119236870371,21,12,1,4.8,11.276923076923078
18.863388033151658,17,4,282,7778,0.0025291907676386416,0.9531808753049973,21,107,1,3.4,27.48409893992933
71.78541346736529,20,1,253,1431,0.009054609393685173,0.5829207955644677,23,58,1,10.0,5.633858267716535
0.1743619908386635,1623,182,26446,420,0.1404677825636438,0.07671546094523808,16,332,0,8.868852459016393,0.015880818240254092
58.95596697676839,23,7,18,2491,0.0011696028104036537,0.5066097602834905,21,120,1,2.875,131.10526315789474
1.4362584272949048,1604,35,2766,1074,0.08381572099309478,0.08206914638533508,13,3359,0,44.55555555555556,0.38814600650524034
1.3668670375840208,1712,181,27101,1119,0.14460995509320063,0.1361835900619249,8,1096,0,9.406593406593407,0.041288465795882225
0.6272924049005918,591,6,17295,216,0.04713199315037444,0.14432788642377,13,3094,0,84.42857142857143,0.012488436632747455
2.4129213918478456,1388,119,3139,1561,0.11668458094546713,0.06763554796397223,6,326,0,11.566666666666666,0.49713375796178344
52.39572902751178,33,9,328,2050,0.007971780582613112,0.5827808132285756,22,63,1,3.3,6.231003039513678
23.01664686005633,34,9,378,5379,0.0058671568392179956,0.636082446498035,22,33,1,3.4,14.192612137203167
1.8432335340553057,1881,57,7978,643,0.13693146157327984,0.14174771783337645,15,2191,0,32.43103448275862,0.08058653966662489
0.8051993538984168,1144,25,17567,218,0.042768088502449876,0.03168943754072946,17,1838,0,44.0,0.012408925318761385
74.20550815995247,49,2,476,2620,0.006473775955594916,0.9643470123641579,20,115,1,16.333333333333332,5.4926624737945495
78.78147304074115,8,4,465,3664,0.005230679574077278,0.8738246043813082,22,155,1,1.6,7.8626609442060085
2.6176125376947654,35,72,29010,70,0.03106936973016198,0.1075571908060657,5,2569,0,0.4794520547945205,0.002412877873909896
2.351597586151791,1540,179,27514,320,0.14552310408640343,0.007373778543214138,7,2757,0,8.555555555555555,0.011630019989096857
1.8239813720399018,1887,71,28789,1437,0.0834210884200849,0.0980851719553886,13,1472,0,26.208333333333332,0.04991316429315735
57.22765891049636,8,9,232,7396,0.003505101600967603,0.6272824691917432,23,80,1,0.8,31.742489270386265
1.4065779923992712,960,74,6376,872,0.12795483116925221,0.0017084502132829193,17,2788,0,12.8,0.1367414144582092
2.1168548994006002,1956,64,22273,1472,0.05720828492365338,0.000468247703461444,13,944,0,30.092307692307692,0.06608601957439167
2.7841486874296515,1612,166,4334,1654,0.1365534291265845,0.04562328817281976,17,2792,0,9.652694610778443,0.38154555940023066
34.87353045486063,47,5,121,6535,0.001726032292411297,0.9408331693213439,23,74,1,7.833333333333333,53.5655737704918
2.1202873892429874,1421,125,14398,221,0.049831674363942174,0.07387827810307626,10,2485,0,11.277777777777779,0.015348288075560802
47.72734835494947,10,5,403,6052,0.007740213057670226,0.789421705551113,21,89,1,1.6666666666666667,14.98019801980198
2.9067941010505884,530,111,20079,1810,0.0356841038662411,0.10201645476499159,8,2626,0,4.732142857142857,0.0901394422310757
75.27121689795102,12,8,489,1454,0.004297412041232746,0.4024147669581335,23,61,1,1.3333333333333333,2.9673469387755103
30.667293815904337,3,6,452,4860,0.00927129119432504,0.9502145514267023,22,35,1,0.42857142857142855,10.728476821192054
2.961227356580656,402,16,17450,1071,0.12748911342552424,0.04290900774889282,16,601,0,23.647058823529413,0.061371841155234655
74.71991537807136,46,6,482,5040,0.005301503202879134,0.41225989964291504,21,148,1,6.571428571428571,10.434782608695652
39.5416496178781,19,1,357,4270,0.005839433939937641,0.9572634553503286,21,144,1,9.5,11.927374301675977
1.2624691086145556,585,192,28949,1214,0.08614290896255644,0.06811448900663049,12,1532,0,3.0310880829015545,0.04193436960276339
1.8696529334851597,1117,186,18223,1452,0.099699431461811,0.0683919278652992,14,230,0,5.973262032085562,0.07967515364354696
0.3653118284534891,922,112,8976,269,0.025874193377360154,0.10360515592487489,16,1780,0,8.15929203539823,0.02996546730533586
0.8165993786294247,1848,125,25588,1640,0.0495557209127421,0.0951082584016475,14,719,0,14.666666666666666,0.06409003868849897
67.73612540039171,19,4,268,1695,0.004143186502523467,0.8922723627542132,21,3,1,3.8,6.301115241635688
2.4756476923376916,629,163,8496,1973,0.1371812567021171,0.059623198863394164,8,3144,0,3.8353658536585367,0.2321995998587737
0.2886496196573106,648,124,16605,1536,0.08394488099922238,0.09804847146084306,10,1761,0,5.184,0.09249668794411658
1.791769418781763,1288,58,15153,461,0.07762927432706236,0.14796210277243332,9,2396,0,21.83050847457627,0.03042101095420351
59.28286953175157,45,0,408,5723,0.006014901356630436,0.6704347654627227,21,52,1,45.0,13.992665036674817
35.07691550258888,3,4,69,5494,0.009838411716692159,0.4744260995406186,23,115,1,0.6,78.48571428571428
1.0302621884180339,783,63,5699,1086,0.044693742006966956,0.14897456084002175,10,3506,0,12.234375,0.19052631578947368
29.892460027318368,8,8,350,5003,0.0013563160584427647,0.7556870775635856,20,59,1,0.8888888888888888,14.253561253561253
1.932327915292418,182,136,6241,1771,0.020066940424302383,0.07586134475331666,4,2706,0,1.3284671532846715,0.2837231656520346
2.8517680580346663,1432,24,24899,137,0.027762195928833062,0.14343317604654415,11,3200,0,57.28,0.005502008032128514
0.8480307203739512,485,97,12805,1961,0.06768248345323188,0.10113294486710954,16,2851,0,4.948979591836735,0.15313134468218023
39.690892638331185,12,4,67,5821,0.0010288624532205114,0.790929869772087,22,49,1,2.4,85.6029411764706
44.20803365883031,0,6,338,5742,0.006040105292559078,0.45641844888053607,21,16,1,0.0,16.938053097345133
48.61933268166645,40,7,353,7555,0.0019074979129065194,0.471634466359425,21,146,1,5.0,21.34180790960452
1.8348533527848425,1212,8,25937,683,0.13017227316654872,0.0753959707463303,7,2151,0,134.66666666666666,0.026332022515228624
74.36912039692996,26,6,141,2966,0.0009803127951352553,0.4886063427031454,20,174,1,3.7142857142857144,20.887323943661972
0.2744127935422771,555,25,15514,1957,0.05667149733631879,0.1128232338386499,8,1625,0,21.346153846153847,0.12613599742184983
2.3356733494677506,440,49,6751,1352,0.05287349433197605,0.05746521503858767,8,3210,0,8.8,0.20023696682464456
72.8911873900928,23,1,128,2183,0.001096118079986772,0.9610700460994944,22,68,1,11.5,16.92248062015504
0.6255758918804144,1441,29,17479,131,0.0741554640671067,0.02582914011386314,13,2323,0,48.03333333333333,0.007494279176201373
1.938616538988873,1000,188,9394,118,0.13054467599611363,0.06632342071692175,17,610,0,5.291005291005291,0.012559872272485364
0.602783426354789,1788,169,10536,920,0.12261241797927806,0.09042112984001391,8,1685,0,10.51764705882353,0.08731137895036538
41.69506456867396,18,5,58,7018,0.004121745004435924,0.5827753417097984,23,163,1,3.0,118.94915254237289
0.15565760278686439,190,110,23645,1025,0.05690119979407741,0.002785607814764829,4,2032,0,1.7117117117117118,0.04334771208661084
44.04450805766467,1,0,21,5885,0.003296795737301249,0.850337859153083,21,153,1,1.0,267.5
1.871844867667876,134,159,18310,1042,0.023405587812870072,0.02642308687542901,7,540,0,0.8375,0.056905685107312545
60.6351028203169,23,3,352,2543,0.00034016548846032337,0.5310735564611956,23,31,1,5.75,7.203966005665722
69.20519267030812,5,6,97,2756,0.0015601381602353792,0.6359436590351165,23,19,1,0.7142857142857143,28.122448979591837
26.284204048674688,0,4,324,4503,0.006335287171752645,0.8924205017716381,22,9,1,0.0,13.855384615384615
1.3068465947213084,872,17,6901,357,0.1322748041072907,0.09456013890539992,5,1399,0,48.44444444444444,0.05172413793103448
46.15587238372022,25,5,459,4348,0.007248646153403778,0.8398729150481616,21,105,1,4.166666666666667,9.452173913043477
0.4604619481080797,232,150,19078,384,0.10955705438214,0.14400178212286882,12,3263,0,1.5364238410596027,0.02012684102940406
2.917045772720755,1454,35,25377,965,0.04548912545600665,0.08940452414247016,16,2261,0,40.388888888888886,0.038025061076522974
37.20886684786218,37,9,84,4405,0.0011516240138871247,0.8736935060941842,21,128,1,3.7,51.8235294117647
78.76765375359382,32,5,293,6146,0.002164708632896203,0.43056014791344027,23,163,1,5.333333333333333,20.904761904761905
52.80439340676403,23,5,340,4884,0.00903052665252727,0.9425261881640756,23,24,1,3.8333333333333335,14.32258064516129
29.576298491049027,6,5,112,5137,0.0025319979098301273,0.9169329428021387,22,21,1,1.0,45.46017699115044
0.6827076971112638,614,42,28283,1112,0.1125812781578629,0.09533902230122808,17,1956,0,14.279069767441861,0.03931551407155989
24.683096050793452,0,4,179,4978,0.005322968174831954,0.9271714334229876,22,173,1,0.0,27.655555555555555
11.786669118997924,32,6,273,6141,0.0004489311437442067,0.9882879094063283,20,126,1,4.571428571428571,22.412408759124087
62.190903675600055,11,7,176,1983,0.009568799455439704,0.6041828917587889,21,147,1,1.375,11.203389830508474
0.21851898717278873,826,35,19617,547,0.06362823289894048,0.004503033857600446,16,2414,0,22.944444444444443,0.02788255683555918
0.8534583053605992,1863,182,7915,782,0.039019553156962976,0.13329640040444327,7,2753,0,10.180327868852459,0.09878726629610915
33.857173820901195,26,3,464,3742,0.0022519652822524682,0.6335943530359126,20,8,1,6.5,8.047311827956989
2.616963054108064,989,6,12107,954,0.08610338048758087,0.01333942841325358,10,1518,0,141.28571428571428,0.07879088206144698
1.8195258110409391,1840,176,19938,1750,0.11297289881110135,0.1249168606534942,11,3175,0,10.3954802259887,0.0877676914589498
0.7131992202899794,183,28,421,1094,0.05337859634545918,0.033882211940036384,6,3134,0,6.310344827586207,2.5924170616113744
1.5652318800987857,1760,15,1512,912,0.09386154618989945,0.06585438659706719,10,812,0,110.0,0.6027759418374091
1.4214045830785675,1938,170,26481,332,0.054416284409961456,0.013200904126717839,11,3514,0,11.333333333333334,0.012536817460916849
41.123766804308,12,6,161,4081,0.009231704357370666,0.5699933892186385,23,16,1,1.7142857142857142,25.191358024691358
2.2234521705877275,296,107,10804,700,0.02627831524100329,0.047804588592809595,5,1871,0,2.740740740740741,0.06478482184173993
29.842740533770435,48,8,180,4637,0.005114639243275175,0.7783746243191995,20,58,1,5.333333333333333,25.61878453038674
58.452581348061955,7,8,434,4467,0.003942081548507492,0.8940094962423314,23,35,1,0.7777777777777778,10.26896551724138
0.9628905088245796,201,89,14440,1726,0.01910011045284439,0.029959242016685483,13,3276,0,2.2333333333333334,0.11952080880825428
30.14737293633054,5,4,368,2307,0.008889728842800945,0.6493733259541307,21,4,1,1.0,6.252032520325203
2.4471473508876893,710,113,17800,730,0.022507586320861354,0.07881479974644634,13,771,0,6.228070175438597,0.041008932082467274
50.17400162623837,4,2,415,1151,0.0036703117562158585,0.8264642099000785,22,25,1,1.3333333333333333,2.766826923076923
67.55567997877534,8,0,0,1669,0.009465095411798654,0.9965401813058173,20,95,1,8.0,1669.0
56.18096982834189,5,2,241,3795,0.008761718986814538,0.4027601817355911,23,6,1,1.6666666666666667,15.681818181818182
2.6693354698849427,920,119,28529,804,0.02530982643532704,0.07520264904506188,11,1519,0,7.666666666666667,0.02818086225026288
78.45832835470773,13,5,67,1529,0.0021928274773832758,0.7111284586264076,23,166,1,2.1666666666666665,22.485294117647058
78.02770972755842,45,1,373,4738,0.002641885725505271,0.9333389777509786,22,156,1,22.5,12.668449197860962
70.75746389553063,40,0,385,5329,0.0030737847100427364,0.4997093705940516,21,50,1,40.0,13.805699481865284
17.78828731166279,40,4,371,5625,0.0048684316583456145,0.5263381919575436,20,77,1,8.0,15.120967741935484
13.161742954823442,2,4,35,6403,0.008327162914375604,0.7436263172830644,23,132,1,0.4,177.86111111111111
57.09413203103752,45,1,214,4566,0.005286734431337664,0.7667527038536546,23,77,1,22.5,21.23720930232558
35.32597759041395,13,6,48,7845,0.0003629627841074945,0.4982295887805263,23,80,1,1.8571428571428572,160.10204081632654
1.6217936517334899,1846,156,954,458,0.047526606233009284,0.12053126652396415,5,2650,0,11.757961783439491,0.47958115183246075
29.167443350035455,46,1,287,1032,0.008899288171885065,0.9993535050779997,23,57,1,23.0,3.5833333333333335
1.3359257764843215,150,79,1587,1600,0.11028554808664391,0.14174211312322568,4,3067,0,1.875,1.0075566750629723
50.73912646652511,18,8,231,6768,0.0018131295235517474,0.7283098492407645,22,26,1,2.0,29.17241379310345
1.9303020153920625,375,133,29759,1408,0.1302242955941412,0.04882550071892031,15,2020,0,2.798507462686567,0.047311827956989246
2.6446365016281033,1266,129,23939,80,0.11088628069292009,0.08010415955770765,10,2548,0,9.738461538461538,0.003341687552213868
1.7458684599585186,1761,142,26036,1345,0.1031381970731675,0.04676664702075329,11,3528,0,12.314685314685315,0.0516572569804509
1.1247214612755532,737,11,228,1146,0.13140130114015708,0.05850990986214424,12,1949,0,61.416666666666664,5.004366812227074
66.66488950930929,19,7,102,4909,0.005744275972572762,0.9799944623755178,22,42,1,2.375,47.66019417475728
1.9827098761365844,1665,164,12528,897,0.1222679533970577,0.09430820805383731,14,3175,0,10.090909090909092,0.07159390214701891
49.98493272217474,22,8,275,6187,0.005564443194252554,0.6497717822510143,23,148,1,2.4444444444444446,22.416666666666668
0.8969375030895946,459,116,11246,736,0.01555956906011461,0.11392298537824605,14,3072,0,3.923076923076923,0.065439672801636
78.8922839580554,10,5,49,2262,0.008244802662548949,0.5451307887896726,21,135,1,1.6666666666666667,45.24
0.5536674237461495,282,11,1123,113,0.12099760633829379,0.02465890264926212,15,3054,0,23.5,0.10053380782918149
37.90440343918741,38,6,357,7327,0.009130346380824769,0.5951731685592528,23,38,1,5.428571428571429,20.466480446927374
49.35011181560029,22,8,16,4004,0.00584414624883448,0.4079080226496708,21,117,1,2.4444444444444446,235.52941176470588
33.69246258692813,13,3,137,4574,0.006676564377298364,0.8423312298621642,22,28,1,3.25,33.14492753623188
1.1824301957250862,1606,29,595,1553,0.09193652257137849,0.10156912328608529,5,2027,0,53.53333333333333,2.6057046979865772
46.66901551157914,6,6,268,5596,0.007267491322834767,0.8928706617758488,22,13,1,0.8571428571428571,20.802973977695167
0.32787764174956013,1782,198,3414,1954,0.09873897462294534,0.09069190702578324,14,2720,0,8.954773869346734,0.5721815519765739
17.421903296876522,12,8,482,5007,0.0038343530390164905,0.6067256000791555,22,177,1,1.3333333333333333,10.366459627329192
71.97851260534716,7,5,39,3574,0.00018611016356157362,0.7348614261237107,20,53,1,1.1666666666666667,89.35
42.06166743735125,8,6,62,6979,0.004660341195000369,0.9767806416374392,21,149,1,1.1428571428571428,110.77777777777777
54.1972777130135,15,8,481,1131,0.0003433163587181187,0.6272422883562633,20,128,1,1.6666666666666667,2.3464730290456433
1.1529386595560418,648,32,15048,1316,0.09587625851310394,0.10742468072664167,9,3407,0,19.636363636363637,0.0874476709415908
2.3248460379002682,556,105,7432,555,0.027512447377096495,0.08352666197018438,4,1548,0,5.245283018867925,0.0746670254271492
32.80908635774494,7,2,185,6985,0.000806575543395367,0.9771463509161564,20,168,1,2.3333333333333335,37.553763440860216
58.366858411849066,21,8,378,3303,0.0011308828893082802,0.6215526844900847,23,111,1,2.3333333333333335,8.715039577836412
75.29125892942531,5,9,356,6790,0.005700935695883249,0.859527889470268,22,129,1,0.5,19.019607843137255
2.7662367223218105,1074,130,20634,1295,0.1139234343747214,0.047942718826210685,17,2397,0,8.198473282442748,0.06275745093288103
1.7105542977191306,877,171,25491,1194,0.057746702196287296,0.08062846503045727,5,2124,0,5.098837209302325,0.04683822375647262
2.3069809172558813,1187,108,29863,1234,0.08188082959761481,0.05796650263962261,4,2655,0,10.889908256880734,0.04132065362978837
69.00693597645807,18,6,491,7707,0.0026315123673421193,0.8843604739632454,21,90,1,2.5714285714285716,15.664634146341463
50.25430911714577,15,2,321,3863,0.009971756840497129,0.6727260415165245,20,48,1,5.0,11.996894409937887
1.9063823798751007,165,145,1425,787,0.07679537447714965,0.07748197655838933,11,3527,0,1.13013698630137,0.5518934081346424
1.727703872951539,1643,137,26528,1342,0.09497623627839714,0.1317172795478552,16,1007,0,11.905797101449275,0.05058615100456105
15.671042498188491,24,6,87,4947,0.005306050720327486,0.690432881509403,21,132,1,3.4285714285714284,56.21590909090909
44.45794844652611,29,1,284,2561,0.004289449978103297,0.981143209029519,20,143,1,14.5,8.985964912280702
0.37757221100846905,1460,107,18942,1584,0.12785321926403465,0.0042780037257972355,6,3241,0,13.518518518518519,0.08361927888929947
51.16383360927709,49,6,207,1280,0.007916558353878302,0.9998646865633173,20,173,1,7.0,6.153846153846154
53.56193082191144,0,5,308,7916,0.0017695296929985372,0.42353110076800876,22,97,1,0.0,25.618122977346278
2.0726605597042247,1412,179,22971,105,0.03137214303570972,0.041185847332653236,17,1877,0,7.844444444444444,0.004570781821347728
1.162449345551706,259,177,1234,1223,0.11728917927803462,0.002289725946904464,12,2642,0,1.4550561797752808,0.9902834008097166
61.233293930912225,38,5,62,2759,0.007429875028259559,0.9508568759203234,22,92,1,6.333333333333333,43.79365079365079
41.03147553588183,13,9,270,5755,0.0017527060224275305,0.7198728876978489,21,130,1,1.3,21.236162361623617
1.9092979252457516,545,98,3541,470,0.11227205156368572,0.064116288128484,13,1937,0,5.505050505050505,0.13269339356295878
2.83972286464509,1690,67,9583,1090,0.021850825501848054,0.011741172109481378,5,2086,0,24.852941176470587,0.11373121869782972
53.79491397417654,19,4,24,3694,0.005689858479644604,0.8375928444903362,22,164,1,3.8,147.76
59.35559497286542,48,1,24,4483,0.008800566733340839,0.9961733289784194,22,51,1,24.0,179.32
51.18196918440303,4,7,351,5941,2.4685029859959908e-05,0.5509188342489855,22,2,1,0.5,16.87784090909091
2.3615678677907144,219,160,15428,662,0.06962504170513545,0.02545578587328674,17,3131,0,1.360248447204969,0.04290621556808607
2.9299710304413504,1725,94,19730,1220,0.08810308570090397,0.02947239786043779,7,3143,0,18.157894736842106,0.06183163549744058
79.63229359537243,14,6,145,1110,0.00901267580558434,0.44112747946049913,21,143,1,2.0,7.602739726027397
59.290832555221165,33,4,440,6417,0.006743967115353057,0.4458938639524792,22,165,1,6.6,14.551020408163266
0.6576381545451452,1582,113,10053,325,0.140570734075947,0.068419081341995,12,247,0,13.87719298245614,0.0323254426099065
23.933101407424665,5,5,68,2182,0.004593334956111574,0.5810307231131414,21,44,1,0.8333333333333334,31.6231884057971
0.8851595521163059,1530,39,28110,822,0.10168699724070025,0.05548329384721873,13,2326,0,38.25,0.029241222297321335
75.72245031555136,33,2,208,3924,0.008469665417076331,0.763878211105339,20,133,1,11.0,18.77511961722488
30.468203050868794,20,1,419,6598,0.002808189702310101,0.858963543803148,20,123,1,10.0,15.709523809523809
2.7458537022884038,707,145,29190,387,0.11072439547379605,0.11082075751180297,6,3170,0,4.842465753424658,0.013257510876640061
0.8824800883718216,1184,52,4159,1885,0.10280687532823919,0.038132674360003234,17,1348,0,22.339622641509433,0.453125
72.9925137542937,21,5,231,5945,0.0016161664810477817,0.6759143486472736,23,23,1,3.5,25.625
13.002790769550018,39,1,401,3274,0.00245754771327783,0.9423734561663042,20,161,1,19.5,8.144278606965175
1.6229738126344746,1026,68,2942,1869,0.11948025558315177,0.08373476254194914,15,1172,0,14.869565217391305,0.6350662589194699
53.11333135666034,29,7,400,3451,0.009947596373069965,0.6042686518249956,22,13,1,3.625,8.605985037406484
2.823296325687399,210,13,7416,1305,0.039799012045370036,0.14340295657298505,13,2700,0,15.0,0.17594714844276663
2.035894707945264,529,194,25870,1366,0.09913700801011183,0.13917150924715443,17,424,0,2.712820512820513,0.05280043291716594
70.43415731661425,13,0,201,6056,0.00575388958054606,0.4029641830029744,23,45,1,13.0,29.980198019801982
1.8057865741503325,725,7,20426,425,0.06556451503246553,0.07548425180791764,9,1538,0,90.625,0.020805796250061192
45.50676487518048,9,2,88,6952,0.007031071510992241,0.6072311409230329,21,169,1,3.0,78.11235955056179
2.7256077316158644,908,57,7863,198,0.01271617438655016,0.07227558803643873,14,2070,0,15.655172413793103,0.025178026449643946
0.41288513828058293,851,73,15360,649,0.02205625547089233,0.07704500758929765,4,2140,0,11.5,0.04224985352516112
1.409022370556059,1116,22,16831,853,0.10371395931378168,0.029335597065228456,5,2058,0,48.52173913043478,0.05067728136882129
1.5176550827450686,1176,175,19272,1776,0.10061111967569976,0.10809966817617934,17,561,0,6.681818181818182,0.0921496393918954
2.1183251976717243,1209,164,4580,943,0.032364924432752185,0.10070520133451935,9,1217,0,7.327272727272727,0.2058502510368915
0.8534303850860634,1474,104,14191,1488,0.07132471193767055,0.028568549554506887,14,1730,0,14.038095238095238,0.10484780157835401
1.1687263967989074,1134,13,15176,831,0.08418258757254884,0.0035963171064797516,6,2650,0,81.0,0.05475390393358371
